Day,Vista Banrep,FPCOFIXMK3M,FPCOFMKLN1Y,FPCOFMKLN2Y,FPCOFXMK1M,FPCOFXMK2M,FPCOFXMK3M1,FPCOFXMK3M2,FPCOFXMK3M3,FPCOVMKLN1Y,FPCOVMKLN2Y,FPCOBFIX10Y,FPCOCPFIX2Y,FPCOCPFIX5Y,FPCODTFB12M,FPCODTFB18M,FPCODTFB24M,FPCOIBR18M,FPCOIBRB12M,FPCOIBRB18M,FPCOIBRB24+,FPCOIBRB24M,FPCOIBRC12M,FPCOIBRR12M,FPCOIBRR18M,FPCOIPCB10+,FPCOIPCB10Y,FPCOIPCB2Y,FPCOIPCB5Y,FPCOIPCC10+,FPCOIPCC10Y,FPCOIPCC2Y,FPCOIPCC5Y,FPCOIPCR10+,FPCOIPCR10Y,FPCOIPCR2Y,FPCOIPCR5Y,COLTES CP,COLTES LP,COLTES,COLTES UVR,COLTES UVRCP,TRM,FPCOGVFX10Y,FPCOGVFIX2Y,FPCOGVFIX5Y,FPCOGVUVRLN,FPCOGFX10Y+,ICOLCAP,ACWI_COP,LEGATRUU_COP,INMOBILIARIO_COL,LEGATRUU_USD,SPX Index_COP,MXEF Index_COP,MXEA Index_COP
20191223,"181,5429363","127,0227811","138,6999008","142,7576683","124,5750047","120,5325418","126,4350879","126,8284746","127,4811287","121,3482389","145,5296975","161,1297473","146,1391639","153,4488774","143,587346","144,0441925","138,6144255","149,4003872","145,151354","149,3905509","146,8177199","151,6980435","145,096182","144,6278921","148,0000714","195,5016352","182,0457781","151,5063242","166,0423016","194,8778854","180,938893","151,431719","165,7312467","192,8136301","177,4441516","151,4713229","164,0992324","253,75","321,88","288,29","308,53","90,47780843","3325,47","157,5965795","137,6924737","146,9956594","133,0373951","162,5778927",16900,"7817348,603","1689906,418","28014,76","508,1707","10680339,13","3682585,41","6716169,97"
20191224,"181,5636392","127,039807","138,7188198","142,7804817","124,5917683","120,5490562","126,4520003","126,8455975","127,4981367","121,3482389","145,550104","161,1920442","146,1651315","153,48535","143,6074766","144,0441925","138,6144255","149,4216015","145,172064","149,4116441","146,8177199","151,7192968","145,1178217","144,6539814","148,0221358","195,4916827","182,0404001","151,5253772","166,0578594","194,85138","180,9336042","151,4504888","165,7463295","192,7842032","177,4390056","151,4879671","164,1126198","253,81","322,05","288,41","308,56","90,49418193","3316,92","157,596577","137,7221713","146,9977049","133,0470394","162,5778915",16900,"7800865,133","1687250,534","28019,21","508,6799","10633930,62","3658821,93","6696310,20"
20191225,"181,5843444","127,0568983","138,7374394","142,8008268","124,6084272","120,5653725","126,468838","126,8625864","127,5154209","121,3482389","145,5715313","161,2217119","146,1875774","153,5123786","143,6288702","144,0441925","138,6144255","149,4447933","145,1934009","149,434801","146,8177199","151,7435088","145,1391168","144,6749838","148,045405","195,5308008","182,0751076","151,5486071","166,0867255","194,8909342","180,9682215","151,4737073","165,7752055","192,8235144","177,4732659","151,5111692","164,1414927","253,81","322,05","288,41","308,56","90,49522359","3305,84","157,6249967","137,7384704","147,0202495","133,0561838","162,6091726",16900,"7772757,125","1682167,758","28021,7","508,8473","10633930,62","3659052,86","6690998,81"
20191226,"181,605052","127,0745893","138,7561489","142,8205168","124,6259429","120,5844976","126,4857922","126,879799","127,533793","121,3482389","145,5909196","161,2149693","146,2064592","153,5171915","143,647823","144,0441925","138,6144255","149,4619976","145,2133255","149,4537157","146,8177199","151,7505416","145,1591803","144,6956005","148,0450189","195,6099037","182,1441483","151,5792642","166,1383546","194,9594186","181,0391011","151,5058552","165,8291199","192,8910452","177,5492188","151,5551389","164,2018048","253,9","321,72","288,25","308,7","90,51926892","3305,84","157,4980403","137,7614822","147,0835398","133,1195511","162,4430972",16884,"7802476,626","1682011,723","28024,21","508,8001","10646992,24","3654517,296","6674666,54"
20191227,"181,625762","127,0885503","138,7726093","142,8327749","124,6415417","120,5980487","126,501981","126,8947442","127,5460803","121,3482389","145,6109915","161,2498166","146,2066999","153,53832","143,669693","144,0441925","138,6144255","149,4837729","145,2335632","149,475602","146,8177199","151,7778073","145,1791215","144,7139829","148,0656457","195,4741492","182,0852528","151,6178403","166,1837859","194,8959437","180,995996","151,5464334","165,8752174","192,8501533","177,5450871","151,6111184","164,249297","253,95","321,73","288,28","308,82","90,53308514","3281,4","157,6176925","137,7449091","147,1077093","133,1560882","162,280983",16884,"7760182,86","1675691,209","28026,01","510,6635","10696116,03","3692811,263","6744123,63"
20191228,"181,6464743","127,1055381","138,7912664","142,8531558","124,6581918","120,6143411","126,5188528","126,9115023","127,5633002","121,3482389","145,6324216","161,2795011","146,2291967","153,5653546","143,6910712","144,0441925","138,6144255","149,5069775","145,2548994","149,4987679","146,8177199","151,8020409","145,2004191","144,7350043","148,0889666","195,5132926","182,1200216","151,6410036","166,2126414","194,9355277","181,0306671","151,5695765","165,9040819","192,8894944","177,5793824","151,6341766","164,2781574","253,95","321,73","288,28","308,82","90,53411497","3294,05","157,6461642","137,761335","147,1302278","133,1651676","162,3123327",16884,"7790098,845","1682151,102","28028,07","510,6635","10696116,03","3692811,263","6744123,63"
20191229,"181,667189","127,122659","138,8099157","142,8735299","124,6748347","120,6306268","126,5357172","126,9285233","127,5806132","121,3482389","145,6538478","161,3091894","146,2516883","153,5923898","143,7124414","144,0441925","138,6144255","149,5301805","145,2762315","149,5219321","146,8177199","151,8262737","145,2217125","144,7560214","148,1122867","195,5524413","182,1547938","151,6641646","166,2414961","194,9751171","181,0653416","151,592717","165,9329459","192,9288411","177,6136812","151,6572297","164,3070184","253,95","321,73","288,28","308,82","90,53515664","3294,05","157,6746374","137,7777581","147,1527452","133,1742447","162,3436859",16800,"7790098,845","1682151,102","28030,15","510,6635","10696116,03","3692811,263","6744123,63"
20191230,"181,6879061","127,1393704","138,8337738","142,8911663","124,6920309","120,6483461","126,5528503","126,9456998","127,5966215","121,3482389","145,6747835","161,3517484","146,275836","153,6079837","143,7254251","144,0441925","138,6144255","149,5534998","145,2974795","149,5447683","146,8177199","151,8503473","145,2431579","144,778034","148,1404045","195,5998985","182,1951171","151,7083856","166,2927856","195,0309596","181,1090731","151,635006","165,9847929","192,9906946","177,6668146","151,6867789","164,3601915","254,09","322,03","288,51","308,92","90,57198836","3294,05","157,6313782","137,8491924","147,195178","133,1776872","162,3876995",16800,"7751723,163","1683013,155","28196,45","510,9252","10589990,88","3676805,75","6693317,13"
20191231,"181,7086255","127,173269","138,8531575","142,9118368","124,7259161","120,6823023","126,5868899","126,9800754","127,6299792","121,3482389","145,7734544","161,3815509","146,3041359","153,6351199","143,7468346","144,0441925","138,6144255","149,5768695","145,3718841","149,5681305","146,8177199","151,8747","145,3103307","144,7993763","148,1637424","195,638708","182,2301539","151,7439805","166,3217592","195,0706482","181,1439916","151,6689858","166,0138345","193,0301438","177,7013258","151,710073","164,3893463","254,09","322,03","288,51","308,92","90,83343948","3277,14","157,6598838","137,8653498","147,2176647","133,1867112","162,4190584",16800,"7729036,376","1676818,156","28198,87","511,6712","10587718,37","3652896,872","6675337,55"
20200101,"181,7293473","127,2243594","138,8725342","142,932501","124,7764947","120,7325003","126,6378402","127,0316548","127,6806907","121,3482389","145,7950317","161,4113574","146,3269377","153,6622569","143,7682356","144,0441925","138,6144255","149,6002382","145,3934278","149,5914916","146,8177199","151,899053","145,3318683","144,8207136","148,1870795","195,6775226","182,2651943","151,7671646","166,350733","195,1103423","181,1789135","151,6921725","166,0428763","193,0695985","177,7358405","151,7333651","164,4185018","254,09","322,03","288,51","308,92","90,83446931","3277,14","157,6883908","137,8815045","147,2401503","133,1957329","162,4504206",16812,"7729069,147","1676818,156","28202,32","511,6712","10587718,37","3652831,33","6675403,09"
20200102,"181,7500714","127,2436808","138,9134384","142,9669318","124,7941444","120,7506964","126,6560029","127,0513336","127,7004502","121,3482389","145,8160885","161,5897283","146,3741841","153,7595068","143,7831456","144,0441925","138,6144255","149,6236802","145,4145496","149,6138519","146,8177199","151,9228341","145,3531396","144,8425197","148,2148848","195,6044242","182,2632551","151,7874625","166,3708437","195,0792573","181,1784406","151,7108034","166,0647012","193,0513755","177,7395669","151,7409386","164,4456177","254,05","321,56","288,22","309,15","90,82528187","3277,14","157,5517155","137,8945916","147,1685089","133,2461804","161,9988423","16951,5","7786288,012","1678999,748","28205,69","512,3369","10607396,71","3672744,16","6671278,75"
20200103,"181,7707979","127,2587439","138,9267561","142,9809015","124,8101906","120,7656075","126,6720741","127,0666064","127,7146492","121,3482389","145,8371249","161,5394718","146,3821194","153,7500385","143,8031125","144,0441925","138,6144255","149,6459197","145,4355911","149,6358173","146,8177199","151,945791","145,3741868","144,863377","148,2384866","195,8079947","182,4329375","151,8372159","166,4782237","195,2627529","181,348161","151,7617784","166,1765717","193,3071986","177,9090907","151,8005937","164,5722319","254,06","321,16","287,99","308,96","90,82886898","3258,84","157,3072703","137,9083351","147,1715879","133,1512443","161,8611795","16951,5","7701029,981","1673068,251","28209,05","513,3938","10558388,66","3668255,487","6666487,32"
20200104,"181,7915268","127,2758309","138,9459955","143,0015047","124,8268272","120,7817971","126,6889291","127,0837639","127,7318142","121,3482389","145,858703","161,5692784","146,404871","153,7771484","143,8245293","144,0441925","138,6144255","149,6692938","145,4571343","149,6591861","146,8177199","151,9701545","145,3957236","144,8847131","148,261819","195,846834","182,4679749","151,8603308","166,5071511","195,3024708","181,3830812","151,7848989","166,2055665","193,3466645","177,9436072","151,8238395","164,6013384","254,06","321,16","287,99","308,96","90,82989881","3262,05","157,3359349","137,9245356","147,1941984","133,160257","161,8926136","16951,5","7708615,596","1674716,245","28212,5","513,3938","10558388,66","3668255,487","6666487,32"
20200105,"181,812258","127,2925606","138,9652278","143,0221004","124,8434566","120,7979799","126,7057768","127,0997115","127,7491398","121,3482389","145,8802768","161,5990869","146,4276174","153,8042586","143,8459373","144,0441925","138,6144255","149,692666","145,4786734","149,682553","146,8177199","151,9945183","145,4172564","144,9060453","148,2851505","195,8856783","182,5030156","151,8834428","166,5360786","195,3421941","181,4180048","151,8080168","166,2345615","193,3861359","177,9781272","151,8470834","164,6304456","254,06","321,16","287,99","308,96","90,83094048","3262,05","157,3646011","137,940733","147,2168077","133,1692675","161,9240511","16951,5","7708615,596","1674716,245","28215,96","513,3938","10558388,66","3668255,487","6666487,32"
20200106,"181,8329916","127,3095388","138,984453","143,0426893","124,8600787","120,8141559","126,7226172","127,1166326","127,7662458","121,3482389","145,9018469","161,6288993","146,4503589","153,8313695","143,8673365","144,0441925","138,6144255","149,7160372","145,5002086","149,7059189","146,8177199","152,0188826","145,4387852","144,9273736","148,3084811","195,9245277","182,5380598","151,9065523","166,5650062","195,3819229","181,4529318","151,8311321","166,2635567","193,4256127","178,0126508","151,8703252","164,6595533","254,06","321,16","287,99","308,96","90,83197031","3262,05","157,3932689","137,9569276","147,2394159","133,1782757","161,9554921",16892,"7713084,605","1674564,886","28219,41","513,3474","10589527,67","3629128,487","6627050,30"
20200107,"181,8537276","127,3250266","139,0080973","143,0633877","124,8764681","120,8295676","126,7390594","127,1326627","127,7806123","121,3482389","145,9476751","161,7243913","146,4676583","153,8572506","143,8815553","144,0441925","138,6144255","149,7877366","145,5402751","149,7757431","146,8177199","152,0813125","145,4792316","144,9678929","148,3859253","194,727969","182,4854149","151,9361519","166,6037502","195,4060464","181,442271","151,8616262","166,3036545","193,6967572","178,1233222","151,9071899","164,7035246","254,46","322,25","288,78","309,12","90,93529125","3262,05","157,7769089","137,9272588","147,4090374","133,2583523","162,3893035",16801,"7706364,782","1670078,589","28222,37","511,9721","10595290,14","3652144,32","6664613,52"
20200108,"181,8744659","127,3431664","139,0292971","143,0854128","124,8936181","120,846264","126,7562551","127,1508268","127,7993419","121,3482389","145,9448297","161,929275","146,5037595","153,9934796","143,9020353","144,0441925","138,6144255","149,7608482","145,5384641","149,7480816","146,8177199","152,0297257","145,4775131","144,9689873","148,3577237","194,7824913","182,5219832","151,9689225","166,6481369","195,4441945","181,5077743","151,8956455","166,3790756","193,7317303","178,2748809","151,950338","164,8783424","254,96","323,77","289,88","309,46","91,06419681","3264,26","158,5413782","137,9583556","147,7020451","133,4231859","163,2382529","16662,5","7726274,922","1667881,155","28225,71","510,9523","10562262,98","3608582,432","6586328,55"
20200109,"181,8952066","127,3625125","139,05164","143,1194606","124,9109401","120,8635255","126,7736731","127,1699729","127,8201245","121,3482389","146,0463702","162,265323","146,5561594","154,1707333","143,9221323","144,0441925","138,6144255","149,8835924","145,6389317","149,8724898","146,8177199","152,2132443","145,5736265","145,0343055","148,4771879","195,2255179","182,8629201","152,023403","166,7957733","195,8658336","181,8307312","151,9512428","166,5273842","194,1443416","178,5458448","152,0138371","165,0284257","255,26","325,4","290,95","309,54","91,14194497","3254,42","159,107153","137,9660647","147,8783578","133,4727768","164,5005042",16783,"7745031,437","1659640,295","28229,05","509,965","10662357,71","3677206,133","6629533,44"
20200110,"181,9159496","127,3781781","139,0665305","143,1383897","124,9271312","120,8788047","126,7900601","127,1858127","127,8351469","121,3482389","146,0717942","162,4556568","146,5778654","154,2219366","143,9422401","144,0441925","138,6144255","149,9216406","145,6651906","149,9118546","146,8177199","152,2537104","145,5997635","145,0591338","148,5090729","195,449129","182,9989881","152,0554808","166,8561413","196,4963596","181,9777973","151,9819116","166,623209","194,7837475","178,7237062","152,035192","165,2402845","255,38","326,7","291,77","309,47","91,17366213","3253,89","159,5542469","137,9812528","147,9499838","133,5254551","165,5336416",16783,"7736513,942","1662535,723","28232,45","510,9379","10684061,93","3709180,679","6676381,26"
20200111,"181,936695","127,3952008","139,0856481","143,1588182","124,9438018","120,8949391","126,8068473","127,2028886","127,8522654","121,3482389","146,0930083","162,4852542","146,6004103","154,248752","143,9636832","144,0441925","138,6144255","149,9446892","145,6863661","149,9348989","146,8177199","152,2778111","145,6209373","145,0801343","148,5321122","195,4878949","183,0337704","152,0782272","166,8847297","196,5358308","182,0124561","152,0046667","166,6518381","194,8229421","178,7579433","152,058088","165,2689404","255,38","326,7","291,53","309,47","91,17469196","3272,62","159,582094","137,9975904","147,9719235","133,5343792","165,5646016",16783,"7781046,764","1672105,59","28235,89","510,9379","10684061,93","3709180,679","6676381,26"
20200112,"181,9574428","127,4117743","139,1047591","143,1792405","124,9604659","120,9110673","126,8236277","127,2199579","127,8682531","121,3482389","146,1142181","162,5148553","146,6229504","154,275568","143,9851173","144,0441925","138,6144255","149,9677366","145,7075375","149,9579421","146,8177199","152,3019121","145,6421071","145,1011311","148,5551506","195,5266657","183,068556","152,1009712","166,913318","196,5753073","182,0471183","152,0274191","166,6804672","194,862142","178,7921837","152,0809776","165,2975966","255,38","326,7","291,77","309,47","91,17573363","3272,62","159,6099425","138,0139259","147,9938622","133,5433011","165,5955648",16783,"7781046,764","1672105,59","28239,34","510,9379","10684061,93","3709180,679","6676381,26"
20200113,"181,978193","127,4326097","139,1316872","143,2239935","124,9794371","120,92967","126,8414555","127,2408579","127,8910065","121,3482389","146,1483959","162,7246156","146,695391","154,3871399","144,0012288","144,0441925","138,6144255","150,0211556","145,7393967","150,0102956","146,8177199","152,3564279","145,6831784","145,1940978","148,6155533","195,5394074","183,0841291","152,1210795","166,9395518","196,5847031","182,059531","152,0479503","166,7058824","194,8646429","178,7954907","152,1044558","165,3200869","255,29","326,36","291,53","309,37","91,15374796","3272,62","159,3030776","138,0236017","147,8964869","133,4982089","165,417211","16727,5","7815834,715","1670545,86","28242,51","510,4613","10750376,63","3740250,8","6666016,22"
20200114,"181,9989455","127,4490386","139,1497073","143,2447634","124,9958834","120,9455112","126,8579892","127,2573693","127,9072805","121,3482389","146,175347","162,8056777","146,7213555","154,4345258","144,0214004","144,0441925","138,6144255","150,0535213","145,7659201","150,0428003","146,8177199","152,3972108","145,7097203","145,2200666","148,6523251","195,6560942","183,1836397","152,1567676","167,0058092","196,7489827","182,1630324","152,0826202","166,7908426","195,03467","178,9088032","152,1323374","165,4643363","255,36","326,23","291,48","309,31","91,17267874","3288,05","159,3121848","138,0406535","147,9342824","133,4278273","165,1474396","16833,5","7853507,425","1679237,714","28245,84","510,7093","10790138,14","3759318,767","6720473,29"
20200115,"182,0197004","127,4710574","139,1763589","143,285269","125,0141473","120,9633733","126,8775414","127,2788909","127,9319595","121,3482389","146,2345319","163,0630966","146,7806062","154,5566433","144,0415972","144,0441925","138,6144255","150,1343732","145,8297997","150,1233138","146,8177199","152,4964571","145,770148","145,2568532","148,7404718","196,2128552","183,5421234","152,2064094","167,1704003","197,7327029","182,5412828","152,1329295","166,952257","196,1198759","179,3421803","152,1875751","165,6149735","255,71","327,36","292,29","309,65","91,26322513","3278,83","159,9085698","138,0622682","148,1397245","133,5022069","165,7100885",16674,"7843158,09","1678383,895","28249,36","511,885","10851038,78","3754082,222","6750901,95"
20200116,"182,0404576","127,4879684","139,1962049","143,3105049","125,0305483","120,9790384","126,8944236","127,2957783","127,9488945","121,3482389","146,2623655","163,1849939","146,8132122","154,6458362","144,0618043","144,0441925","138,6144255","150,1755407","145,8567374","150,1634099","146,8177199","152,5493271","145,796986","145,2821644","148,7886514","196,5232299","183,739608","152,2457746","167,2591396","198,1061419","182,7472737","152,170588","167,0401321","196,5020142","179,5719787","152,2134373","165,6992694","255,82","327,83","292,61","309,46","91,29404221","3296,74","160,1472954","138,0871394","148,2040467","133,4095471","165,8672871",16740,"7932516,886","1686743,394","28253,4","511,6398","11019769,54","3789595,888","6806434,76"
20200117,"182,0612173","127,5055619","139,2164805","143,3328342","125,0472525","120,9951085","126,9116777","127,3132037","127,9670343","121,3482389","146,2866488","163,2965987","146,8391976","154,6500529","144,0820216","144,0441925","138,6144255","150,2081916","145,8803642","150,1960687","146,8177199","152,5871265","145,8208115","145,3067279","148,8193227","196,7719253","183,9171421","152,2501925","167,3102325","198,4268995","182,9257036","152,1754094","167,0904611","196,8348261","179,751668","152,2208803","165,7472756","255,98","328,33","292,97","309,71","91,33764569","3313,4","160,1939828","138,1018251","148,2959876","133,4492335","166,4174994",16740,"8003550,834","1692789,221","28257,92","510,8919","11094293,84","3821237,56","6856389,68"
20200118,"182,0819792","127,5169414","139,2353038","143,3528943","125,063688","121,0109942","126,9283904","127,3206373","127,983669","121,3482389","146,3075186","163,3259972","146,8614136","154,6767033","144,103489","144,0441925","138,6144255","150,2309402","145,9011938","150,2188235","146,8177199","152,6109708","145,8416166","145,3272248","148,8420155","196,8105514","183,9516896","152,2727731","167,3385313","198,4662347","182,9601241","152,1980048","167,1188039","196,873882","179,7856581","152,2436591","165,7756581","255,98","328,33","292,97","309,71","91,34033272","3320,77","160,2216495","138,1180906","148,3176448","133,4581617","166,4484042",16740,"8021353,143","1696554,495","28262,52","510,8919","11094293,84","3821237,56","6856389,68"
20200119,"182,1027436","127,5338852","139,2541202","143,3729479","125,0801167","121,0268734","126,9450964","127,3375085","128,0008821","121,3482389","146,3283849","163,3553992","146,8836245","154,7033525","144,1249471","144,0441925","138,6144255","150,2536876","145,9220197","150,241577","146,8177199","152,6348151","145,8624177","145,3477167","148,8647072","196,8491825","183,9862389","152,2953489","167,3668257","198,5055709","182,9945468","152,2205956","167,1471434","196,9129381","179,8196515","152,2664359","165,804041","255,98","328,33","292,97","309,71","91,34301975","3320,77","160,2493176","138,1343542","148,3393012","133,4670877","166,4793123",16747,"8021353,143","1696554,495","28267,11","510,8919","11094293,84","3821237,56","6856389,68"
20200120,"182,1235103","127,5519652","139,2748864","143,3951482","125,0968839","121,0429851","126,9624393","127,3553003","128,020033","121,3482389","146,3576985","163,6677063","146,9174373","154,7950586","144,1875877","144,0441925","138,6144255","150,3046897","145,9506023","150,2921175","146,8177199","152,7066703","145,8908189","145,3741948","148,9108172","197,0268104","184,0960174","152,3289074","167,4333761","198,6655727","183,0904587","152,2535994","167,2143952","197,0657936","179,8765449","152,2965832","165,8733465","255,9","327,81","292,63","309,43","91,32524855","3320,77","159,9564206","138,126512","148,2467979","133,2924176","166,110001",16800,"8019792,381","1695862,778","28271,63","510,6836","11096025,24","3818001,514","6851661,12"
20200121,"182,1442794","127,5697586","139,2953258","143,4196683","125,1136649","121,059169","126,9795849","127,3730194","128,0383635","121,3482389","146,3669296","163,8124347","146,95244","154,8805455","144,2073651","144,0441925","138,6144255","150,3306314","145,9591938","150,307032","146,8177199","152,7160553","145,9000153","145,3883467","149,0034779","197,1544982","184,1222039","152,3477331","167,4685314","198,7592882","183,1135454","152,2736211","167,2512874","197,15441","179,8907186","152,3247601","165,9154563","255,86","327,81","292,61","309,48","91,31770647","3320,77","159,9526447","138,1600694","148,2274155","133,3069976","166,0735463",16800,"8000697,953","1701317,807","28276,15","512,3263","11136335,68","3778914,012","6878438,41"
20200122,"182,1650509","127,5851383","139,3102448","143,432981","125,1296404","121,0747092","126,9955341","127,3886147","128,0528522","121,3482389","146,3781533","163,7358084","146,9538832","154,8264136","144,2287556","144,0441925","138,6144255","150,3386399","145,9714858","150,3149619","146,8177199","152,7299337","145,9122602","145,400944","149,0114888","197,4848541","184,3615452","152,3987208","167,5853352","199,111737","183,3573802","152,3248359","167,3711237","197,508948","180,1470007","152,3775555","166,0446964","256,16","329,12","293,5","309,83","91,39711184","3347,91","160,5458479","138,176758","148,4023277","133,5217408","167,0364158",16710,"8069233,119","1715706,786","28280,95","512,471","11069333,27","3776919,492","6836810,78"
20200123,"182,1858247","127,6006932","139,3267174","143,4447392","125,1455898","121,0901914","127,0116385","127,4042823","128,0677566","121,3482389","146,4208659","163,837144","146,9625684","154,8404896","144,2512892","144,0441925","138,6144255","150,4173529","146,0151528","150,3940797","146,8177199","152,8314692","145,9564418","145,4454423","149,0940299","197,6544291","184,4258489","152,4070875","167,596072","199,3040695","183,428758","152,3322757","167,3825335","197,7044525","180,2392379","152,3787564","166,0584558","256,2","329,68","293,85","310,16","91,41002798","3337,77","160,7398073","138,1875868","148,4245252","133,6317851","167,606916",16680,"8031141,908","1713851,771","28285,55","513,4721","11177006,92","3771635,702","6844561,43"
20200124,"182,2066009","127,6163758","139,3425042","143,4610879","125,1616032","121,1057729","127,0278188","127,42002","128,0829502","121,3482389","146,4374103","163,9351065","146,9809358","154,8942632","144,271647","144,0441925","138,6144255","150,433492","146,0311563","150,4137047","146,8177199","152,8264596","145,971596","145,4537362","149,1137031","197,6869886","184,6405571","152,4454758","167,6872879","199,6207979","183,6589645","152,3710132","167,4753494","198,0456971","180,5145929","152,4200671","166,156209","256,35","330,24","294,24","310,38","91,45107417","3353,76","160,8418634","138,2034043","148,5102191","133,7432916","168,0454995",16680,"8033294,866","1723550,924","28290,02","513,916","11092716,79","3767922,71","6883302,97"
20200125,"182,2273794","127,6333279","139,361321","143,4811531","125,1780309","121,121652","127,044528","127,4368971","128,1001796","121,3482389","146,4582159","163,964279","147,0031502","154,9208055","144,2925245","144,0441925","138,6144255","150,4561007","146,0519068","150,4363388","146,8177199","152,8502113","145,9923268","145,4741884","149,1361084","197,7255552","184,674968","152,4679087","167,7153971","199,6600709","183,6932471","152,3934623","167,5035025","198,0846904","180,5484405","152,442707","166,1844018","256,35","330,24","294,24","310,38","91,4537612","3366,01","160,8693649","138,2197078","148,5317579","133,7521131","168,0762583",16680,"8062637,413","1729846,395","28294,58","513,916","11092716,79","3767922,71","6883302,97"
20200126,"182,2481604","127,6501365","139,3801312","143,5012119","125,1944521","121,1375247","127,0612306","127,4537677","128,1168733","121,3482389","146,4790172","163,9934552","147,0253596","154,9473477","144,3133921","144,0441925","138,6144255","150,4787075","146,0726534","150,458971","146,8177199","152,873963","146,0130536","145,4946364","149,1585125","197,7641268","184,7093821","152,4903395","167,7435063","199,699349","183,7275318","152,4159093","167,5316555","198,1236887","180,5822872","152,465345","166,2125949","256,35","330,24","294,24","310,38","91,45644823","3366,01","160,8968676","138,2360099","148,5532958","133,7609325","168,1070203",16489,"8062637,413","1729846,395","28299,14","513,916","11092716,79","3767922,71","6883302,97"
20200127,"182,2689437","127,6669442","139,3998353","143,5245537","125,2109325","121,1534194","127,0779133","127,4705149","128,1338501","121,3482389","146,5122832","164,0828465","147,0586959","155,0235191","144,3112701","144,0441925","138,6144255","150,5189465","146,1054036","150,5005374","146,8177199","152,9205715","146,0447674","145,5188113","149,1916691","197,8744841","184,7743462","152,5016656","167,7611226","199,7267285","183,7836013","152,4269119","167,5513128","198,137182","180,6131682","152,4745851","166,2389768","256,33","329,83","293,99","310,38","91,45402071","3366,01","160,6961817","138,2515441","148,5006532","133,6663641","167,9031195","16487,5","7930622,501","1735628,191","28303,62","515,6337","11028763,67","3750275,387","6824536,93"
20200128,"182,2897294","127,6826509","139,4164766","143,5391929","125,2269018","121,1690832","127,0942926","127,4862248","128,1490688","121,3482389","146,5370305","164,1023251","147,0755973","155,0431933","144,3364129","144,0441925","138,6144255","150,546165","146,1292509","150,5281021","146,8177199","152,9542938","146,0683638","145,5404341","149,2176947","198,041814","184,901038","152,5355245","167,8305137","199,8948751","183,9263522","152,4609793","167,6216761","198,3047253","180,8018513","152,5101195","166,3123347","256,29","329,7","293,89","310,52","91,44647863","3398,4","160,681242","138,2660807","148,475307","133,7563337","167,7798446",16540,"8062771,968","1748411,891","28259,44","514,4809","11092038,14","3729983,232","6803160,06"
20200129,"182,3105174","127,6986878","139,4338436","143,5552821","125,2430197","121,1848121","127,1106841","127,5023299","128,1646789","121,3482389","146,5575112","164,1339084","147,0943117","155,0672485","144,3616562","144,0441925","138,6144255","150,5654728","146,1499043","150,5481015","146,8177199","152,9793418","146,0885553","145,5579073","149,2311521","197,9757095","184,8546523","152,5460904","167,8110775","199,8116229","183,8810964","152,4733056","167,6042234","198,2201514","180,7600205","152,534238","166,3014131","256,48","330,34","294,34","310,59","91,49775393","3392,6","160,9256285","138,2887431","148,5837721","133,7402598","168,2334895",16556,"8052403,952","1748281,756","28263,19","515,3221","11093716,27","3719516,266","6829749,12"
20200130,"182,3313078","127,7151894","139,4517705","143,5746572","125,2593738","121,200686","127,1272992","127,5188924","128,1809263","121,3482389","146,5657866","164,096659","147,1082826","155,0594796","144,3869893","144,0441925","138,6144255","150,5631232","146,1583055","150,5442873","146,8177199","152,9652806","146,0968736","145,5670339","149,232771","198,2735871","185,0399969","152,5520448","167,8369952","200,142985","184,0583335","152,4789783","167,6309677","198,5550658","180,913496","152,5379758","166,3308676","256,64","330,43","294,46","310,91","91,54135741","3395,1","160,9942012","138,3074258","148,680615","133,9056512","168,230969",16500,"8053211,151","1754271,936","28236,08","516,707","11212877,99","3663309,653","6826187,69"
20200131,"182,3521006","127,7348502","139,4754343","143,6310855","125,2762941","121,200686","127,145154","127,5378293","128,2025428","121,3482389","146,6559974","164,2873166","147,1891214","155,2590654","144,4367145","144,0441925","138,6144255","150,6051366","146,2307376","150,5892547","146,8177199","153,0223631","146,1633205","145,5949936","149,2587863","198,5388244","185,2405707","152,5814227","168,0230343","200,4465914","184,2752257","152,5085498","167,7970327","198,8721761","181,1841891","152,5695568","166,4304882","257,07","331,43","295,39","311,08","92,15394295","3411,45","161,3976669","138,3217463","148,8155649","134,1036631","168,8879255",16500,"7991014,595","1767822,26","28240,7","518,2026","11033374,99","3633893,321","6819818,32"
20200201,"182,3728958","127,751918","139,49423","143,6513314","125,2926775","121,200686","127,1618986","127,5547533","128,2199637","121,3482389","146,6768105","164,3165265","147,211531","155,2856798","144,4584502","144,0441925","138,6144255","150,6278985","146,2517063","150,6120198","146,8177199","153,0460052","146,1842463","145,6155625","149,28129","198,5774467","185,2750071","152,6039899","168,051184","200,4856841","184,3094692","152,5311262","167,8252053","198,9110117","181,2178032","152,5923382","166,4585728","256,88","331,43","295,14","311,31","92,10804171","3423,24","161,4248562","138,3383316","148,8369206","134,1126384","168,9186146",16500,"8018631,608","1773931,868","28245,16","518,2026","11033374,99","3633893,321","6819818,32"
